City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,port douglas,-16.4833,145.4667,22.63,85,100,8.14,AU,1726551394
363,camana,-16.6228,-72.7111,15.51,88,20,3.14,PE,1726551666
364,gaigeturi,33.4644,126.3183,28.03,89,75,2.06,KR,1726551667
365,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,44,75,4.0,RU,1726551540
366,tamandare,-8.7597,-35.1047,22.86,83,8,2.9,BR,1726551669
367,gering,41.8258,-103.6605,18.84,55,0,2.57,US,1726551670
368,valparaiso,-33.0393,-71.6273,11.8,93,75,4.63,CL,1726551671
369,ingeniero jacobacci,-41.3427,-69.5448,7.17,46,89,0.78,AR,1726551672
370,holmsund,63.706,20.3641,12.19,93,100,1.54,SE,1726551673
371,pacific grove,36.6177,-121.9166,13.93,91,100,1.79,US,1726551674
372,mejit,10.2753,170.8646,27.94,79,28,4.0,MH,1726551676
373,zouerate,22.7187,-12.4521,28.04,34,20,2.82,MR,1726551677
374,atlantic city,39.3643,-74.4229,21.43,88,100,3.6,US,1726551678
375,ust-tsilma,65.441,52.1498,16.5,63,48,4.05,RU,1726551679
376,boa vista,2.8197,-60.6733,28.99,65,0,2.57,BR,1726551680
377,kalix,65.853,23.1565,12.34,80,94,2.42,SE,1726551681
378,kirakira,-10.4544,161.9205,27.72,83,20,2.57,SB,1726551682
379,bardai,11.65,7.2333,22.34,89,96,1.8,NG,1726551683
380,island harbour,50.724,-1.2758,10.59,3,75,5.14,GB,1726551684
381,kabinda,-6.1333,24.4833,25.99,59,13,3.51,CD,1726551685
382,tosontsengel,48.7567,98.2839,15.32,21,0,4.24,MN,1726551686
383,lata,40.1629,-8.3327,13.86,43,5,2.35,PT,1726551688
384,yuzhno-kurilsk,44.0306,145.8556,18.97,90,91,2.23,RU,1726551689
385,elko,41.0002,-115.5012,7.58,82,58,1.79,US,1726551459
386,argostolion,38.1811,20.489,23.75,42,40,2.06,GR,1726551691
387,livingston,55.9029,-3.5226,12.84,81,100,2.39,GB,1726551692
388,du quoin,38.0114,-89.2362,17.67,95,35,1.16,US,1726551693
389,grand falls-windsor,48.9332,-55.6649,15.84,88,38,3.02,CA,1726551694
390,fort irwin,35.2627,-116.6848,16.74,34,0,2.57,US,1726551695
391,east grand forks,47.93,-97.0245,20.32,89,75,7.72,US,1726551696
392,christchurch,-43.5333,172.6333,8.11,49,53,8.23,NZ,1726551566
393,lake city,30.1897,-82.6393,19.03,100,0,0.0,US,1726551699
394,road town,18.4167,-64.6167,28.74,68,48,7.58,VG,1726551700
395,sao raimundo nonato,-9.0153,-42.6994,24.48,41,0,2.28,BR,1726551701
396,thunder bay,48.4001,-89.3168,17.95,100,75,1.54,CA,1726551702
397,saint-francois,46.4154,3.9054,9.75,93,0,1.03,FR,1726551703
398,dame-marie,18.5667,-74.4167,27.46,84,65,1.44,HT,1726551704
399,dilling,12.05,29.65,24.38,78,100,1.73,SD,1726551705
400,puerto deseado,-47.7503,-65.8938,10.37,45,100,10.82,AR,1726551706
401,bairnsdale,-37.8333,147.6167,16.14,58,79,1.34,AU,1726551707
402,al burayqah,30.4062,19.5739,25.97,61,15,6.57,LY,1726551708
403,north bend,43.4065,-124.2243,14.93,88,100,3.6,US,1726551709
404,jutai,-5.1833,-68.9,25.34,75,97,1.0,BR,1726551712
405,tual,-5.6667,132.75,27.22,81,82,4.93,ID,1726551713
406,ulladulla,-35.35,150.4667,16.53,53,35,5.96,AU,1726551714
407,kruisfontein,-34.0033,24.7314,13.58,66,0,2.35,ZA,1726551715
408,yukhnov,54.7444,35.2297,17.52,54,19,3.06,RU,1726551716
409,portland,45.5234,-122.6762,16.24,76,3,0.45,US,1726551524
410,puttalam,8.0362,79.8283,28.87,75,83,7.96,LK,1726551718
411,oeiras,-7.0253,-42.1311,26.3,41,38,2.81,BR,1726551719
412,engenheiro beltrao,-23.7972,-52.2692,14.09,92,3,1.91,BR,1726551722
413,kittila,67.6647,24.8936,10.08,93,100,2.06,FI,1726551723
414,rehoboth,-23.3167,17.0833,12.24,22,0,1.33,NA,1726551724
415,laihia,62.9761,22.0114,8.05,100,40,0.0,FI,1726551725
416,as sulayyil,20.4607,45.5779,35.52,11,5,2.53,SA,1726551726
417,tura,25.5198,90.2201,30.51,72,64,1.62,IN,1726551727
418,pizarro,4.9533,-77.366,26.91,83,80,2.01,CO,1726551729
419,midvagur,62.0511,-7.1939,11.46,93,100,7.72,FO,1726551732
420,maragogi,-9.0122,-35.2225,22.56,82,8,2.83,BR,1726551733
421,pervomaysk,48.0443,30.8507,20.74,33,100,7.32,UA,1726551734
422,keren,15.7778,38.4581,21.92,72,76,1.23,ER,1726551736
423,argo,37.6333,22.7333,22.25,51,4,1.0,GR,1726551737
424,caleta de carquin,-11.0925,-77.6267,15.3,91,8,4.75,PE,1726551738
425,kalmunai,7.4167,81.8167,33.83,49,25,4.44,LK,1726551740
426,fianarantsoa,-21.4333,47.0833,23.97,25,5,2.2,MG,1726551741
427,sao paulo de olivenca,-3.3783,-68.8725,22.74,94,100,1.08,BR,1726551742
428,kalamnuri,19.6667,77.3333,28.01,59,12,5.35,IN,1726551743
429,tuba city,36.135,-111.2399,21.88,42,1,3.13,US,1726551744
430,kavaratti,10.5669,72.642,27.77,79,61,6.03,IN,1726551745
431,manitowoc,44.0667,-87.8001,17.43,59,100,1.89,US,1726551726
432,payson,40.0444,-111.7321,19.41,36,40,0.0,US,1726551747
433,moshi,-3.35,37.3333,23.65,60,30,3.5,TZ,1726551748
434,al muwayh,22.4333,41.7583,33.1,14,5,4.21,SA,1726551749
435,cuenca,-2.8833,-78.9833,12.47,96,98,1.59,EC,1726551751
436,tingi,-11.3,35.0333,22.38,50,8,3.14,TZ,1726551752
437,macau,22.2006,113.5461,31.85,74,20,7.2,MO,1726551753
438,khandyga,62.6667,135.6,7.7,54,99,3.2,RU,1726551754
439,amos,48.5669,-78.1162,18.75,67,75,3.49,CA,1726551755
440,port macquarie,-31.4333,152.9167,18.37,63,9,2.24,AU,1726551756
441,morristown,36.214,-83.2949,14.41,89,100,2.06,US,1726551757
442,yantzaza,-3.8278,-78.7594,21.63,100,98,1.51,EC,1726551758
443,joaquin v. gonzalez,-25.0833,-64.1833,16.11,43,0,2.62,AR,1726551759
444,newman,37.3138,-121.0208,16.13,69,41,1.34,US,1726551760
445,fuerte olimpo,-21.0415,-57.8738,18.54,55,0,1.59,PY,1726551762
446,azacualpa,15.3433,-88.5514,23.2,99,52,0.73,HN,1726551763
447,al jawf,29.5,38.75,24.32,44,0,5.65,SA,1726551764
448,nuuk,64.1835,-51.7216,1.34,100,100,1.03,GL,1726551765
449,maych'ew,12.7875,39.5422,17.4,63,98,0.67,ET,1726551766
450,natal,-5.795,-35.2094,23.12,83,40,2.57,BR,1726551767
451,troy,42.6056,-83.1499,15.95,84,0,1.54,US,1726551768
452,betio village,1.358,172.9211,30.02,64,100,2.17,KI,1726551769
453,gizo,-8.103,156.8419,28.21,73,20,3.07,SB,1726551770
454,buckeye,33.3703,-112.5838,26.7,27,0,5.66,US,1726551628
455,el fasher,13.6279,25.3494,27.89,51,99,3.63,SD,1726551772
456,minas de marcona,-15.2119,-75.1103,12.22,78,3,3.3,PE,1726551774
457,nova vicosa,-17.8919,-39.3719,22.8,85,0,3.8,BR,1726551775
458,ingeniero guillermo n. juarez,-23.9,-61.85,16.99,35,0,3.8,AR,1726551776
459,quartu sant'elena,39.2419,9.1839,15.25,79,0,3.09,IT,1726551777
460,melekeok village,7.4957,134.6367,30.31,79,100,4.12,PW,1726551778
461,ar rutbah,33.0381,40.2848,24.25,46,0,2.14,IQ,1726551779
462,geraldton,-28.7667,114.6,29.23,23,0,3.09,AU,1726551780
463,abong mbang,3.9833,13.1833,20.08,99,100,1.34,CM,1726551781
464,cooma,-36.2333,149.1333,15.51,33,19,3.88,AU,1726551782
465,port saint john's,-31.6229,29.5448,17.98,86,100,0.42,ZA,1726551783
466,puerto baquerizo moreno,-0.9,-89.6,21.04,84,36,7.46,EC,1726551785
467,nhamunda,-2.1861,-56.7131,27.32,48,22,1.03,BR,1726551787
468,porto novo,6.4965,2.6036,24.9,92,100,1.3,BJ,1726551788
469,hailin,44.5833,129.4167,22.36,54,70,3.12,CN,1726551789
470,ixtapa,20.7,-105.2,27.57,89,75,1.54,MX,1726551790
471,puerto aysen,-45.4,-72.7,5.25,99,99,2.95,CL,1726551791
472,revelstoke,50.9832,-118.2023,14.01,77,0,1.54,CA,1726551715
473,mitsamiouli,-11.3847,43.2844,25.55,75,3,5.35,KM,1726551793
474,fort st. john,56.2499,-120.8529,11.94,76,75,3.09,CA,1726551794
475,bel ombre,-4.6167,55.4167,28.91,74,40,8.23,SC,1726551795
476,tangalle,6.024,80.7911,32.11,58,55,7.45,LK,1726551797
477,harper,4.375,-7.7169,23.92,89,100,0.93,LR,1726551798
478,calama,-22.4667,-68.9333,5.27,16,0,6.17,CL,1726551799
479,katabu,-4.9333,122.5167,33.11,45,74,1.31,ID,1726551800
480,sassandra,4.95,-6.0833,23.34,94,100,1.13,CI,1726551801
481,huarmey,-10.0681,-78.1522,15.3,93,4,4.28,PE,1726551802
482,pangody,65.85,74.4859,11.49,78,100,0.82,RU,1726551803
483,labytnangi,66.6572,66.4183,19.14,69,99,2.23,RU,1726551804
484,luanda,-8.8368,13.2343,23.0,83,75,1.54,AO,1726551805
485,kavieng,-2.5744,150.7967,29.43,73,36,7.04,PG,1726551809
486,broken hill,-31.95,141.4333,20.26,18,0,1.82,AU,1726551810
487,bol,13.4586,14.7147,27.33,83,28,4.75,TD,1726551811
488,lensk,60.7253,114.9278,6.77,72,97,6.13,RU,1726551812
489,salalah,17.0151,54.0924,28.05,69,75,1.03,OM,1726551813
490,tazacorte,28.629,-17.9293,20.54,73,20,1.54,ES,1726551814
491,telimele,10.9167,-13.3333,20.53,99,100,1.21,GN,1726551815
492,morehead city,34.7229,-76.726,24.7,94,95,3.58,US,1726551816
493,divnoye,45.9089,43.3547,21.33,38,100,7.36,RU,1726551817
494,attapeu,14.8,106.8333,31.78,67,100,1.76,LA,1726551819
495,hami,42.8,93.45,29.11,12,7,1.06,CN,1726551820
496,sakaiminato,35.55,133.2333,30.99,84,40,4.63,JP,1726551821
497,sola,-13.8833,167.55,25.06,82,95,11.16,VU,1726551822
498,port lincoln,-34.7333,135.8667,17.74,35,0,5.75,AU,1726551823
499,sungai raya,0.7,108.9,31.47,53,81,5.85,ID,1726551824
500,vernon,50.2581,-119.2691,14.84,64,41,1.54,CA,1726551825
501,veraval,20.9,70.3667,28.68,65,98,3.48,IN,1726551826
502,ruayer,43.0537,-5.5502,6.99,79,89,0.9,ES,1726551827
503,kuta,-8.7233,115.1723,29.97,66,20,3.09,ID,1726551828
504,gua musang,4.8823,101.9644,24.02,98,100,0.6,MY,1726551829
505,verdal,63.7933,11.4817,11.57,86,100,1.31,NO,1726551831
506,victoria point,-27.5833,153.3,21.83,58,5,1.79,AU,1726551832
507,tsetserleg,47.475,101.4542,18.43,13,0,2.35,MN,1726551833
508,bria,6.5423,21.9863,22.25,94,54,0.73,CF,1726551834
509,lewistown,40.5992,-77.5714,12.54,97,0,0.0,US,1726551835
510,saint-pierre,-21.3393,55.4781,24.82,57,0,2.57,RE,1726551836
511,constitucion,-35.3333,-72.4167,10.51,81,100,0.66,CL,1726551837
512,mitu,1.1983,-70.1733,23.38,87,28,1.51,CO,1726551838
513,menaka,15.9182,2.4022,30.39,44,100,3.13,ML,1726551839
514,sarkand,45.41,79.9186,15.07,29,89,3.77,KZ,1726551840
515,storm lake,42.6411,-95.2097,20.12,88,71,3.6,US,1726551842
516,chu,43.5983,73.7614,21.61,24,67,3.47,KZ,1726551843
517,gamba,-2.65,10.0,23.82,91,100,3.38,GA,1726551844
518,dabhol,17.6,73.1667,28.23,67,61,1.91,IN,1726551845
519,marano di napoli,40.8976,14.1905,16.22,78,75,0.51,IT,1726551846
520,corner brook,48.9667,-57.9484,13.95,98,62,1.18,CA,1726551847
521,kataba,8.4604,-0.7732,24.0,88,100,1.46,GH,1726551848
522,san juan,-31.5375,-68.5364,18.47,27,87,6.34,AR,1726551849
523,altagracia de orituco,9.8601,-66.3814,22.63,94,100,1.24,VE,1726551850
524,kayangel,8.0823,134.7173,28.83,78,100,9.87,PW,1726551851
525,narasannapeta,18.4167,84.05,32.09,59,100,3.53,IN,1726551852
526,akureyri,65.6835,-18.0878,6.96,87,75,3.09,IS,1726551854
527,las higueras,-33.0923,-64.289,13.0,36,69,8.25,AR,1726551855
528,paradip garh,20.3167,86.6167,31.29,65,95,5.59,IN,1726551856
529,lincoln city,44.9582,-124.0179,13.43,91,44,2.62,US,1726551857
530,smirnovo,54.5125,69.4222,12.02,52,2,2.11,KZ,1726551858
531,excelsior springs,39.3392,-94.2261,22.24,76,53,3.05,US,1726551859
532,navlya,52.8281,34.4989,19.95,44,11,3.85,RU,1726551860
533,sakata,38.9167,139.855,27.1,61,75,3.09,JP,1726551861
534,olovyannaya,50.95,115.5667,18.88,35,1,2.59,RU,1726551862
535,shalkar,47.8288,59.6258,13.89,35,1,10.6,KZ,1726551863
536,greymouth,-42.4667,171.2,7.99,65,30,2.66,NZ,1726551865
537,ono,34.85,134.9333,32.17,56,84,2.98,JP,1726551866
538,lago da pedra,-4.3333,-45.1667,22.91,89,8,1.59,BR,1726551867
539,richards bay,-28.783,32.0377,18.84,93,100,0.76,ZA,1726551868
540,queenstown,-31.8976,26.8753,13.08,71,72,0.38,ZA,1726551869
541,bangkok,13.75,100.5167,33.9,51,100,4.64,TH,1726551798
542,gunjur,13.2019,-16.7339,24.04,100,75,0.0,GM,1726551872
543,lazaro cardenas,17.9583,-102.2,27.31,85,100,2.16,MX,1726551873
544,miquelon,47.0975,-56.3814,15.99,91,60,10.31,PM,1726551874
545,kyshtovka,56.555,76.6271,11.88,56,26,2.34,RU,1726551876
546,lianghu,29.9915,120.8985,32.67,57,33,4.08,CN,1726551877
547,metu,8.3,35.5833,16.39,96,100,0.44,ET,1726551878
548,yuncheng,35.0231,110.9928,32.47,43,5,6.05,CN,1726551880
549,dazuocun,24.8862,118.9643,28.42,84,1,14.61,CN,1726551881
550,sinop,41.7711,34.8709,17.7,71,0,1.07,TR,1726551882
551,sogndal,61.2283,7.1003,11.21,100,75,0.0,NO,1726551883
552,bonthe,7.5264,-12.505,24.36,88,29,0.16,SL,1726551884
553,yangquan,37.8575,113.5633,26.84,59,5,3.53,CN,1726551885
554,babol,36.5513,52.679,25.62,40,0,1.74,IR,1726551887
555,rumoi,43.9344,141.6428,19.08,89,95,6.29,JP,1726551888
556,nagqu,31.5,92.0,14.4,39,6,1.05,CN,1726551889
557,barcelos,41.5388,-8.6151,18.44,39,9,4.68,PT,1726551890
558,bayji,34.9311,43.487,31.17,28,0,4.94,IQ,1726551891
559,kone,-21.0595,164.8658,21.31,50,30,4.63,NC,1726551892
560,polyarnyy,69.1989,33.4478,8.98,94,99,4.75,RU,1726551893
561,krotovka,53.2858,51.1686,18.03,36,0,4.31,RU,1726551894
562,beacon square,28.2086,-82.7554,24.98,91,64,1.34,US,1726551895
563,birao,10.2849,22.7882,23.7,93,99,1.44,CF,1726551896
564,altai,46.3722,96.2583,15.86,19,0,6.96,MN,1726551898
565,mao,39.8885,4.2658,19.31,63,40,8.75,ES,1726551899
